,name,ticker,equityType,sicSector,sicIndustry,ticker_classification
1957,LUMEN TECHNOLOGIES INC,LUMN,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),large
1958,CEPHEID,CPHD,Domestic Common Stock,Manufacturing,Laboratory Analytical Instruments,mid
1974,CERNER CORP,CERN,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,large
1983,CERUS CORP,CERS,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,mid
1984,CHANNELADVISOR CORP,ECOM,Domestic Common Stock,Services,Services-Prepackaged Software,mid
1985,CHARLES RIVER LABORATORIES INTERNATIONAL INC,CRL,Domestic Common Stock,Services,Services-Commercial Physical & Biological Research,mid
1994,CHART INDUSTRIES INC,CIDI,Domestic Common Stock,Manufacturing,Fabricated Plate Work (Boiler Shops),mid
1999,CHARTER COMMUNICATIONS INC,CHTRQ,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,mid
2001,CHARTER COMMUNICATIONS INC,CHTR,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,mid
2004,CHEESECAKE FACTORY INC,CAKE,Domestic Common Stock,Retail Trade,Retail-Eating  Places,mid
2010,CHEGG INC,CHGG,Domestic Common Stock,Services,Services-Educational Services,mid
2012,CHEMED CORP,CHE,Domestic Common Stock,Services,Services-Home Health Care Services,mid
2013,CHEMTURA CORP,CEMJQ,Domestic Common Stock,Manufacturing,Plastic Material Synth Resin/Rubber Cellulos (No Glass),mid
2026,CHENIERE ENERGY INC,LNG,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,mid
2032,CHENIERE ENERGY PARTNERS LP HOLDINGS LLC,CQH,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,mid
2040,CHESAPEAKE ENERGY CORP,CHK,Domestic Common Stock Primary Class,Mining,Crude Petroleum & Natural Gas,large
2046,CHEVRON CORP,CVX,Domestic Common Stock,Manufacturing,Petroleum Refining,large
2068,CHIASMA INC,CHMA,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
2070,CHICAGO BRIDGE & IRON CO N V,CBI,Domestic Common Stock,Construction,Construction - Special Trade Contractors,large
2081,CHILDRENS PLACE INC,PLCE,Domestic Common Stock,Retail Trade,Retail-Family Clothing Stores,mid
2091,CHIMERIX INC,CMRX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
2095,CHIPOTLE MEXICAN GRILL INC,CMG,Domestic Common Stock,Retail Trade,Retail-Eating  Places,large
2115,CHUBB CORP,CB1,Domestic Common Stock,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,large
2126,CHUNGHWA TELECOM CO LTD,CHT,ADR Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,mid
2128,CHURCH & DWIGHT CO INC,CHD,Domestic Common Stock,Manufacturing,Soap Detergents Cleang Preparations Perfumes Cosmetics,large
2139,CHUY'S HOLDINGS INC,CHUY,Domestic Common Stock,Retail Trade,Retail-Eating  Places,mid
2142,CIENA CORP,CIEN,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,large
2154,CISCO SYSTEMS INC,CSCO,Domestic Common Stock,Manufacturing,Computer Communications Equipment,large
2178,CINTAS CORP,CTAS,Domestic Common Stock,Manufacturing,Men'S & Boys' Furnishgs Work Clothg & Allied Garments,large
2179,CITIGROUP INC,C,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,National Commercial Banks,large
2200,CITIZENS FINANCIAL GROUP INC,CFG,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,State Commercial Banks,mid
2209,CITRIX SYSTEMS INC,CTXS,Domestic Common Stock,Services,Services-Prepackaged Software,large
2218,CLARCOR INC,CLC,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,mid
2220,CLEAN HARBORS INC,CLH,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,mid
2231,CLOROX CO,CLX,Domestic Common Stock,Manufacturing,Specialty Cleaning Polishing And Sanitation Preparations,large
2234,CLOVIS ONCOLOGY INC,CLVSQ,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
2244,COBALT INTERNATIONAL ENERGY INC,CIEIQ,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
2246,COCA COLA CO,KO,Domestic Common Stock,Manufacturing,Beverages,large
2269,COGENT COMMUNICATIONS HOLDINGS INC,CCOI,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,mid
2279,COGNEX CORP,CGNX,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,mid
2303,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,Domestic Common Stock,Services,Services-Computer Programming Services,large
2324,COHEN & STEERS INC,CNS,Domestic Common Stock,Finance Insurance And Real Estate,Investment Advice,mid
2329,COHERUS BIOSCIENCES INC,CHRS,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),mid
2330,ENOVIS CORP,ENOV,Domestic Common Stock Primary Class,Manufacturing,Pumps & Pumping Equipment,mid
2336,COLGATE PALMOLIVE CO,CL,Domestic Common Stock,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,large
2345,COMCAST CORP,CMCSA,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,large
2369,COMMSCOPE HOLDING COMPANY INC,COMM,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,mid
2373,COMMVAULT SYSTEMS INC,CVLT,Domestic Common Stock,Services,Services-Prepackaged Software,mid
2384,UNITED BREWERIES CO INC,CCU,ADR Common Stock,Manufacturing,Malt Beverages,mid
2392,BUENAVENTURA MINING CO INC,BVN,ADR Common Stock,Mining,Metal Mining,mid
2394,COMPLETE PRODUCTION SERVICES INC,CPX,Domestic Common Stock,Mining,Oil & Gas Field Services Nec,mid
2395,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,Domestic Common Stock,Services,Services-Computer Programming Services,mid
2398,COMSCORE INC,SCOR,Domestic Common Stock,Services,Services-Business Services Nec,mid
2408,CONAGRA BRANDS INC,CAG,Domestic Common Stock,Manufacturing,Food And Kindred Products,large
2422,CONCHO RESOURCES INC,CXO,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
2426,CONCUR TECHNOLOGIES INC,CNQR,Domestic Common Stock,Services,Services-Prepackaged Software,mid
2430,CONFORMIS INC,CFMS,Domestic Common Stock,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,small
2431,CONOCOPHILLIPS,COP,Domestic Common Stock,Manufacturing,Petroleum Refining,large
2450,CONSOLIDATED EDISON INC,ED,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,large
2459,CONSTANT CONTACT INC,CTCT,Domestic Common Stock,Services,Services-Direct Mail Advertising Services,mid
2460,CONSTELLATION BRANDS INC,STZ,Domestic Common Stock Primary Class,Manufacturing,Beverages,large
2467,CONTINENTAL RESOURCES INC,CLR,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
2469,CONTROL4 CORP,CTRL,Domestic Common Stock,Manufacturing,Electronic Components & Accessories,mid
2475,COOPER COMPANIES INC,COO,Domestic Common Stock,Manufacturing,Ophthalmic Goods,large
2477,CORNERSTONE ONDEMAND INC,CSOD,Domestic Common Stock,Services,Services-Prepackaged Software,mid
2501,CORNING INC,GLW,Domestic Common Stock,Manufacturing,Drawing & Insulating Of Nonferrous Wire,large
2521,COSTCO WHOLESALE CORP,COST,Domestic Common Stock,Retail Trade,Retail-Variety Stores,large
2539,COSTAR GROUP INC,CSGP,Domestic Common Stock,Services,Services-Business Services Nec,mid
2560,COTIVITI HOLDINGS INC,COTV,Domestic Common Stock,Services,Services-Business Services Nec,small
2563,COTY INC,COTY,Domestic Common Stock,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,mid
2564,COVANCE INC,CVD,Domestic Common Stock,Services,Services-Commercial Physical & Biological Research,mid
2569,COVANTA HOLDING CORP,CVA,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,mid
2572,COVENTRY HEALTH CARE INC,CVH,Domestic Common Stock,Finance Insurance And Real Estate,Hospital & Medical Service Plans,mid
2575,CRAFT BREW ALLIANCE INC,BREW,Domestic Common Stock,Manufacturing,Malt Beverages,mid
2580,WOLFSPEED INC,WOLF,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,large
2592,CRITEO SA,CRTO,Domestic Common Stock,Services,Services-Advertising Agencies,mid
2601,CROWN CASTLE INC,CCI,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
2613,CROWN HOLDINGS INC,CCK,Domestic Common Stock,Manufacturing,Metal Cans,mid
2624,TRIPCOM GROUP LTD,TCOM,ADR Common Stock,Services,Services-Business Services Nec,mid
2638,CUBIST PHARMACEUTICALS INC,CBST,Domestic Common Stock Primary Class,Manufacturing,Pharmaceutical Preparations,mid
2651,CUMMINS INC,CMI,Domestic Common Stock,Manufacturing,Engines & Turbines,large
2667,CUMULUS MEDIA INC,CMLS,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,mid
2670,CURIS INC,CRIS,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),mid
2673,CVENT INC,CVT1,Domestic Common Stock,Services,Services-Prepackaged Software,mid
2677,CYAN INC,CYNI,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
2679,CYBERONICS INC,CYBX,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,mid
2682,CYPRESS SEMICONDUCTOR CORP,CY,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,large
2693,CYTEC INDUSTRIES INC,CYT1,Domestic Common Stock,Manufacturing,Miscellaneous Chemical Products,mid
2707,CYRUSONE INC,CONE,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
2716,CYTOMX THERAPEUTICS INC,CTMX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
2717,DMC GLOBAL INC,BOOM,Domestic Common Stock,Manufacturing,Miscellaneous Primary Metal Products,small
2721,DBV TECHNOLOGIES SA,DBVT,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
2726,DTE ENERGY CO,DTE,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Electric Services,large
2727,DESIGNER BRANDS INC,DBI,Domestic Common Stock,Retail Trade,Retail-Shoe Stores,mid
2739,DTS INC,DTSI,Domestic Common Stock,Finance Insurance And Real Estate,Patent Owners & Lessors,mid
2746,DXC TECHNOLOGY CO,DXC,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,mid
2748,DANA INC,DAN,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,mid
2756,DANAHER CORP,DHR,Domestic Common Stock Primary Class,Manufacturing,Industrial Instruments For Measurement Display And Control,large
2776,DARDEN RESTAURANTS INC,DRI,Domestic Common Stock,Retail Trade,Retail-Eating  Places,large
2790,DAVE & BUSTER'S ENTERTAINMENT INC,PLAY,Domestic Common Stock,Retail Trade,Retail-Eating  Places,mid
2795,DAVITA INC,DVA,Domestic Common Stock,Services,Services-Misc Health & Allied Services Nec,large
2796,DEALERTRACK TECHNOLOGIES INC,TRAK1,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,mid
2811,DEAN FOODS CO,DFODQ,Domestic Common Stock,Manufacturing,Dairy Products,large
2812,DECKERS OUTDOOR CORP,DECK,Domestic Common Stock,Manufacturing,Rubber & Plastics Footwear,mid
2814,DEERE & CO,DE,Domestic Common Stock,Manufacturing,Farm Machinery & Equipment,large
2820,DEL FRISCO'S RESTAURANT GROUP INC,DFRG,Domestic Common Stock,Retail Trade,Retail-Eating  Places,mid
2822,DELL INC,DELL1,Domestic Common Stock,Manufacturing,Electronic Computers,large
2829,DELL TECHNOLOGIES INC,DELL,Domestic Common Stock,Manufacturing,Electronic Computers,mid
2832,DELTA AIR LINES INC,DAL,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,large
2850,DENBURY RESOURCES INC,DNRCQ,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,large
2862,DEMANDWARE INC,DWRE,Domestic Common Stock,Services,Services-Computer Programming Services,mid
2874,DENDREON CORP,DNDNQ,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
2876,DENTSPLY SIRONA INC,XRAY,Domestic Common Stock,Manufacturing,Dental Equipment & Supplies,mid
2881,DERMIRA INC,DERM2,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
2888,DEVON ENERGY CORP,DVN,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,large
2904,DEXCOM INC,DXCM,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,mid
2915,DIAMOND RESORTS INTERNATIONAL INC,DRII,Domestic Common Stock,Services,Hotels & Motels,mid
2921,DIAMONDBACK ENERGY INC,FANG,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
2928,DICERNA PHARMACEUTICALS INC,DRNA,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
2929,DICK'S SPORTING GOODS INC,DKS,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
2944,DIGITAL REALTY TRUST INC,DLR,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
2954,DIGITALGLOBE INC,DGI,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,mid
2956,DIODES INC,DIOD,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
2957,DIPLOMAT PHARMACY INC,DPLO,Domestic Common Stock,Retail Trade,Retail-Drug Stores And Proprietary Stores,mid
2967,WALT DISNEY CO,DIS,Domestic Common Stock Primary Class,Services,Services-Miscellaneous Amusement & Recreation,large
2990,DISCOVER FINANCIAL SERVICES,DFS,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Personal Credit Institutions,large
3009,WARNER BROS DISCOVERY INC,DISCB,Domestic Common Stock Secondary Class,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,large
3027,DISH NETWORK CORP,DISH,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,mid
3047,DIRECTV,DTV1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,mid
3048,DOLBY LABORATORIES INC,DLB,Domestic Common Stock,Finance Insurance And Real Estate,Patent Owners & Lessors,mid
3056,DOLLAR GENERAL CORP,DG,Domestic Common Stock,Retail Trade,Retail-Variety Stores,mid
3078,DOLLAR TREE INC,DLTR,Domestic Common Stock,Retail Trade,Retail-Variety Stores,large
3096,DOMINION ENERGY INC,D,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Electric Services,large
3100,DOMINOS PIZZA INC,DPZ,Domestic Common Stock,Wholesale Trade,Wholesale-Groceries & Related Products,mid
3108,DONALDSON CO INC,DCI,Domestic Common Stock,Manufacturing,Industrial & Commercial Fans & Blowers & Air Purifing Equip,large
3114,DORMAN PRODUCTS INC,DORM,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,mid
3115,DOVER CORP,DOV,Domestic Common Stock,Manufacturing,Construction Mining & Materials Handling Machinery & Equip,large
3120,DUPONT DE NEMOURS INC,DWDP.W,Domestic Common Stock Warrant,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,mid
3121,DRESSER-RAND GROUP INC,DRC,Domestic Common Stock,Manufacturing,Engines & Turbines,mid
3125,DRIL-QUIP INC,DRQ,Domestic Common Stock,Manufacturing,Oil & Gas Field Machinery & Equipment,mid
3132,DUPONT E I DE NEMOURS & CO,DD1,Domestic Common Stock Primary Class,Manufacturing,Plastic Material Synth Resin/Rubber Cellulos (No Glass),large
3144,DUKE ENERGY CORP,DUK,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,large
3156,DUNKIN' BRANDS GROUP INC,DNKN,Domestic Common Stock,Retail Trade,Retail-Eating & Drinking Places,mid
3170,DUPONT FABROS TECHNOLOGY INC,DFT,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Real Estate,mid
3180,DYAX CORP,DYAX,Domestic Common Stock,Services,Services-Commercial Physical & Biological Research,mid
3183,DYNAVAX TECHNOLOGIES CORP,DVAX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
3185,ELF BEAUTY INC,ELF,Domestic Common Stock,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,small
3187,EMC CORP,EMC1,Domestic Common Stock,Manufacturing,Computer Storage Devices,large
3205,EOG RESOURCES INC,EOG,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,large
3215,E TRADE FINANCIAL CORP,ETFC,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,large
3218,EAGLE MATERIALS INC,EXP,Domestic Common Stock Primary Class,Manufacturing,Cement Hydraulic,mid
3227,EAST WEST BANCORP INC,EWBC,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
3229,EASTMAN CHEMICAL CO,EMN,Domestic Common Stock,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,large
3242,EBAY INC,EBAY,Domestic Common Stock Primary Class,Services,Services-Business Services Nec,large
3263,EBIX INC,EBIX,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,mid
3266,ECOLAB INC,ECL,Domestic Common Stock,Manufacturing,Soap Detergents Cleang Preparations Perfumes Cosmetics,large
3281,EDISON INTERNATIONAL,EIX,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric Services,large
3286,EDUCATION REALTY TRUST INC,EDR1,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
3287,EDWARDS LIFESCIENCES CORP,EW,Domestic Common Stock,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,large
3303,EGAIN CORP,EGAN,Domestic Common Stock,Services,Services-Prepackaged Software,mid
3308,EHEALTH INC,EHTH,Domestic Common Stock,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,mid
